STARTDATE,LOCNAME,COUNTRYID,LOCPRESENT
12-10-1987 00:00,Musbat Wells,SU,1
20-09-1987 00:00, ,SU,1
20-09-1987 00:00, ,SU,1
20-08-1987 00:00,Oued Zilalet,NG,1
16-08-1987 00:00,Timia,NG,1
23-08-1987 00:00,Iferouane,NG,1
05-10-1987 00:00,air,NG,1
27-09-1987 00:00,Wadi Seidna,SU,1
27-09-1987 00:00,El tammad,SU,1
27-09-1987 00:00,Umm Sayal,SU,1
10-12-1987 00:00,Ouad Boundou,CD,1
10-12-1987 00:00,Ouadi Sakoie,CD,1
11-12-1987 00:00,Ouadi Ouagat,CD,1
11-10-1987 00:00,Ouadi Ouagat,CD,1
21-10-1987 00:00,Oued Illfoh,AG,1
14-12-1987 00:00,Tizetbai,MR,1
25-12-1987 00:00,Zouerate,MR,1
15-05-1987 00:00,Wokiro,ER,1
15-05-1987 00:00,Wadi Adilo,ER,1
15-12-1987 00:00,Tagant,MR,1
05-12-1987 00:00,adrar,MR,1
05-01-1987 00:00,Khor Baraka,SU,1
11-12-1987 00:00,Ouadi Hbachi,CD,1
11-12-1987 00:00,Ouadi Abouadar Chira,CD,1
25-07-1987 00:00,Gadamai,SU,1
12-01-1987 00:00,Akbanazuf,ER,1
25-10-1987 00:00,Hegaliga,SU,1
29-07-1987 00:00,Umm Sereiha,SU,1
29-07-1987 00:00,El Laita,SU,1
28-11-1987 00:00,Tessaherte,ML,1
25-12-1987 00:00,Oued El Agareb,MR,1
18-08-1987 00:00,Debaroa,ER,1
11-02-1987 00:00,Khashm Gabatib,SU,1
11-02-1987 00:00,Gebatit,SU,1
11-02-1987 00:00,Khor Balatat,SU,1
22-10-1987 00:00,Barrage de Khat,MR,1
26-07-1987 00:00,Dagame,ET,1
22-07-1987 00:00,Sheka,ER,1
28-11-1987 00:00,Oumassene,ML,1
29-11-1987 00:00,Tazarat Ta Sadidat,ML,1
24-12-1987 00:00,Edjerer,ML,1
24-12-1987 00:00,Oued Tasendjit,ML,1
15-07-1987 00:00,Zarabad,IR,1
27-09-1987 00:00,Umm Haskaniet,SU,1
27-09-1987 00:00,Wadi Abulaot,SU,1
27-09-1987 00:00,Wadi Umm Garaa,SU,1
27-09-1987 00:00,Haffir Sobahi,SU,1
27-09-1987 00:00,Galaat El Kamlin,SU,1
27-09-1987 00:00,Abu Mahariab,SU,1
27-09-1987 00:00,El Sufor,SU,1
27-09-1987 00:00,Idd El Nala,SU,1
27-10-1987 00:00,Tin Kardjatene,ML,1
27-10-1987 00:00,Tin Dagchekh,ML,1
07-11-1987 00:00,Oued Alaoua,NG,1
09-11-1987 00:00,Oued In Edek,NG,1
24-11-1987 00:00,Oued In Edek,NG,1
05-11-1987 00:00,Oued Alaoua,NG,1
25-01-1987 00:00,Northern Red Sea Coa,ER,1
12-08-1987 00:00,Kelawa,IN,1
11-02-1987 00:00,Khor Karora,SU,1
26-02-1987 00:00,Tokar Delta,SU,1
26-02-1987 00:00,Karora,SU,1
29-11-1987 00:00,Tin Tamayote,ML,1
03-12-1987 00:00,Aratene,ML,1
03-12-1987 00:00, ,ML,1
03-12-1987 00:00, ,ML,1
03-12-1987 00:00, ,ML,1
03-08-1987 00:00,Halhal,ER,1
03-08-1987 00:00,Afabet,ER,1
03-08-1987 00:00,Areza,ER,1
06-08-1987 00:00,Amba Alage,ET,1
10-10-1987 00:00,Sidon,SU,1
10-10-1987 00:00,El Hudi,SU,1
10-10-1987 00:00,Baaluk,SU,1
05-03-1987 00:00,Wadi Oko,SU,1
28-08-1987 00:00,Ouadi Boundou,CD,1
01-09-1987 00:00,10 km S Kalait,CD,1
03-12-1987 00:00, ,ML,1
14-10-1987 00:00,Tamachaloudjene,ML,1
14-10-1987 00:00,Ta Tawrra,ML,1
21-07-1987 00:00,Adi Abaio,ET,1
14-09-1987 00:00,20 km S Kalait,CD,1
15-09-1987 00:00,Egueneta,CD,1
15-09-1987 00:00,5 km S Kalait,CD,1
16-09-1987 00:00,Hokhonan,CD,1
16-09-1987 00:00,Ouadi Boutachequi,CD,1
17-09-1987 00:00,Hokhonan,CD,1
15-09-1987 00:00,shiya,SA,1
16-09-1987 00:00,12 km E Kalait,CD,1
16-09-1987 00:00,18 km E Kalait,CD,1
01-10-1987 00:00,Marakha,SU,1
01-10-1987 00:00,Umm Buweira,SU,1
20-09-1987 00:00,Artiendeseram,CD,1
20-09-1987 00:00,50 km N Kalait,CD,1
21-09-1987 00:00,Ouad Boundou,CD,1
21-09-1987 00:00,Arkening,CD,1
21-09-1987 00:00,Ouadi Hawach,CD,1
16-10-1987 00:00,Tamchaloudjene,ML,1
16-10-1987 00:00,Edjerer,ML,1
17-10-1987 00:00,Edjerer,ML,1
18-10-1987 00:00,Taraghat,ML,1
20-10-1987 00:00,Tissedjenen,ML,1
20-10-1987 00:00,Emadjelel,ML,1
21-10-1987 00:00,Emadjelel,ML,1
22-07-1987 00:00,Merta,ET,1
22-07-1987 00:00,Ala,ER,1
22-07-1987 00:00,Barentu,ER,1
23-07-1987 00:00,Berak,ER,1
16-09-1987 00:00,7 km S Kalait,CD,1
27-11-1987 00:00,Tinondrane,MR,1
13-07-1987 00:00,Hulet Awlailo,ET,1
12-11-1987 00:00,In Torcha,ML,1
12-11-1987 00:00,Tarlit,ML,1
13-11-1987 00:00,Tandagchekh,ML,1
07-05-1987 00:00,Tokar Delta,SU,1
22-09-1987 00:00,5 km N Kalait,CD,1
25-09-1987 00:00,11 km E Kalait,CD,1
26-09-1987 00:00,Herditiche,CD,1
26-09-1987 00:00,5 km E Kalait,CD,1
01-10-1987 00:00, ,CD,1
03-10-1987 00:00, ,CD,1
05-10-1987 00:00, ,CD,1
09-04-1987 00:00,Iverchaya,MR,1
05-12-1987 00:00,4 km W of new base,MR,1
17-09-1987 00:00,15 km E Kalait,CD,1
06-12-1987 00:00,Aratene,ML,1
15-12-1987 00:00,Khor Arab,SU,1
15-12-1987 00:00,Tokar Delta,SU,1
15-12-1987 00:00,Khor Britik,SU,1
15-12-1987 00:00,Khor Abusalim,SU,1
15-12-1987 00:00,Khor Tindra,SU,1
15-12-1987 00:00,Khor Tibti,SU,1
14-12-1987 00:00,El Zeidab,SU,1
15-12-1987 00:00,Wadi Umm Syala,SU,1
31-03-1987 00:00,Emberemi,ER,1
31-03-1987 00:00,Shieb,ER,1
28-03-1987 00:00,Khore Eiet,SU,1
05-02-1987 00:00,Adendan,EG,1
29-09-1987 00:00,Tchiwilmas,NG,1
15-01-1987 00:00, ,EG,1
12-01-1987 00:00,Mersa Cuba,ER,1
15-01-1987 00:00,Shieb,ER,1
15-01-1987 00:00,Wadi Gulbub,ER,1
02-12-1987 00:00,Hager Eltair,SU,1
01-09-1987 00:00,21 km N Kalait,CD,1
31-08-1987 00:00,Ouadi Boutacheli,CD,1
15-03-1987 00:00,Gabatift,SU,1
15-03-1987 00:00,Jebel Asmit,SU,1
03-01-1987 00:00,Inchiri,MR,1
16-01-1987 00:00,Wadi Cuba,ER,1
17-01-1987 00:00,Shieb,ER,1
27-01-1987 00:00,Tekali,ER,1
29-08-1987 00:00,Ouddi Mor,CD,1
31-08-1987 00:00,Ouadi Dohoubam,CD,1
11-10-1987 00:00,Zilalet,NG,1
13-10-1987 00:00,Ouararan,NG,1
10-10-1987 00:00,Talak,NG,1
15-03-1987 00:00,Jebel Kau el `Arab,SU,1
20-03-1987 00:00,Tokar Delta,SU,1
19-09-1987 00:00,15 km W Kalait,CD,1
20-09-1987 00:00,9 km NE Kalait,CD,1
20-09-1987 00:00,10 km NE Kalait,CD,1
21-09-1987 00:00,6 km SE Kalait,CD,1
24-09-1987 00:00,25 km E Kalait,CD,1
08-10-1987 00:00,Ban Gedid,SU,1
15-03-1987 00:00, ,SU,1
15-10-1987 00:00,Abu Haifa,SU,1
15-10-1987 00:00,El Furra,SU,1
12-05-1987 00:00,Tokar Delta,SU,1
13-11-1987 00:00,Tacharifene,ML,1
14-11-1987 00:00,Izarzai,ML,1
18-11-1987 00:00,Tamachaloudjene,ML,1
18-11-1987 00:00,Tessaoualt,ML,1
19-11-1987 00:00,Tessaoualt,ML,1
21-11-1987 00:00,Telemsi valley,ML,1
21-11-1987 00:00,Tamachaloudjene,ML,1
21-11-1987 00:00,Tin Achoudjgh,ML,1
05-10-1987 00:00, ,CD,1
22-07-1987 00:00,Janers,NG,1
23-07-1987 00:00,Tamitek,NG,1
23-07-1987 00:00,In Boraghen,NG,1
29-07-1987 00:00,Tafidet,NG,1
29-07-1987 00:00,Takhouloukousset,NG,1
05-02-1987 00:00,Khore Gebalit,SU,1
08-02-1987 00:00,Khashum Gebatit,SU,1
14-02-1987 00:00,Medid,ER,1
21-10-1987 00:00,In Atankarer,ML,1
22-10-1987 00:00,Liben,ML,1
24-10-1987 00:00,In Adelroum,ML,1
29-10-1987 00:00,Tin Kardjatene,ML,1
07-09-1987 00:00,Ouad Boutachegui,CD,1
08-09-1987 00:00,Ouad Doundoun,CD,1
06-07-1987 00:00,Qunfidah,SA,1
17-10-1987 00:00,In Abangharit,NG,1
22-11-1987 00:00, ,MR,1
01-08-1987 00:00,Tafidet,NG,1
01-08-1987 00:00,Tanout Samet,NG,1
02-08-1987 00:00,Tchighozerine,NG,1
02-08-1987 00:00,Thighat,NG,1
02-08-1987 00:00,Tarakat,NG,1
05-01-1987 00:00,Qunfidah,SA,1
31-10-1987 00:00,Tidjelaline,ML,1
01-11-1987 00:00,Ezarzay,ML,1
23-07-1987 00:00,Shenahit,ER,1
21-07-1987 00:00,Amba Alage,ET,1
17-09-1987 00:00,5 km N Kalait,CD,1
18-09-1987 00:00,2 km N Kalait,CD,1
19-09-1987 00:00,Eremingue,CD,1
19-09-1987 00:00, ,CD,1
19-09-1987 00:00,12 km NW Kalait,CD,1
25-09-1987 00:00,Wasit (I),YE,1
25-09-1987 00:00,Wadi Matarif,YE,1
25-09-1987 00:00,Wadi Sa'd,YE,1
15-08-1987 00:00,Waisit (I),YE,1
15-08-1987 00:00,Wadi Matarif (I),YE,1
15-08-1987 00:00,Ayadh,YE,1
15-10-1987 00:00,Nisab (ll),YE,1
05-10-1987 00:00,Wadi Markhah,YE,1
15-10-1987 00:00,Wadi Markhah,YE,1
05-10-1987 00:00,Waisit,YE,1
07-01-1987 00:00,Adobna,SU,1
15-10-1987 00:00,Waisit,YE,1
07-01-1987 00:00,Adaret,SU,1
15-10-1987 00:00,Wadi Matarif,YE,1
05-10-1987 00:00,Wadi Sa'd,YE,1
15-10-1987 00:00,Wadi Sa'd,YE,1
05-01-1987 00:00,Marafit,SU,1
25-01-1987 00:00,khor Elfeil,SU,1
05-01-1987 00:00, ,SU,1
25-01-1987 00:00,Adarama,SU,1
25-01-1987 00:00,Abusonoun Area,SU,1
27-06-1987 00:00,Emberemi,ER,1
29-01-1987 00:00, ,SU,1
27-06-1987 00:00,Wadi Wakiro,ER,1
29-01-1987 00:00,Girmaleit,SU,1
15-08-1987 00:00,Temben Awraja,ET,1
05-07-1987 00:00,Wadi Odi,SU,1
05-07-1987 00:00,In Umnabaga,SU,1
01-07-1987 00:00,Awad,SU,1
11-07-1987 00:00,Ungwateri,SU,1
11-07-1987 00:00,Wadi Odi,SU,1
25-07-1987 00:00,El Faraa,SU,1
25-07-1987 00:00,Goz Abu Dulu,SU,1
15-09-1987 00:00,Goz Abu Dulu,SU,1
15-08-1987 00:00,Wadi Markhah (II),YE,1
25-09-1987 00:00,Wadi Markha,YE,1
25-09-1987 00:00,Nisab (I),YE,1
10-10-1987 00:00,Ouadi Houk,CD,1
14-10-1987 00:00,Ouadi Sirak,CD,1
12-10-1987 00:00,Daoudi,CD,1
08-10-1987 00:00,Guereda,CD,1
17-10-1987 00:00,Ouadi Adoukoune,CD,1
08-11-1987 00:00,Alaoua,NG,1
24-09-1987 00:00,55 km NE Kalait,CD,1
25-09-1987 00:00,9 km E Kalait,CD,1
27-09-1987 00:00,16 km NE Kalait,CD,1
01-10-1987 00:00,15 km NE OUABA,CD,1
05-10-1987 00:00,2 km S Ourda,CD,1
19-07-1987 00:00,Adi Bahro,ER,1
19-07-1987 00:00,Azeba,ET,1
17-10-1987 00:00,Ouadi Berke,CD,1
18-10-1987 00:00,Naoue,CD,1
20-10-1987 00:00,Ouest Mala,CD,1
10-11-1987 00:00,Oued Amded,AG,1
17-11-1987 00:00,Oued Amga,AG,1
20-09-1987 00:00,Ouadi Abasnam,CD,1
02-11-1987 00:00,Adjanar,ML,1
12-09-1987 00:00,Ouadi Sorobilan,CD,1
14-09-1987 00:00,5 km SE Kalait,CD,1
14-09-1987 00:00,9 km SE Kalait,CD,1
23-02-1987 00:00,JIZAN,SA,1
21-03-1987 00:00,Shieb,ER,1
02-10-1987 00:00,Tchimaza,NG,1
02-10-1987 00:00,In Dalen,NG,1
02-10-1987 00:00,Teznat,NG,1
06-10-1987 00:00,50 km SE of Arlit  A,NG,1
06-10-1987 00:00,In Kinkazen,NG,1
06-10-1987 00:00,In Bataien,NG,1
08-10-1987 00:00,Koussasset,NG,1
08-10-1987 00:00,Mbikas,NG,1
25-11-1987 00:00,Allaoua,NG,1
27-11-1987 00:00,Tezerzait,NG,1
27-11-1987 00:00,Alaoua,NG,1
28-11-1987 00:00,In Telekenen,NG,1
28-11-1987 00:00,In Edek,NG,1
25-10-1987 00:00,Tchi Garasen,NG,1
25-10-1987 00:00,In Mbi Kass,NG,1
13-01-1987 00:00,Mersa Gulbub,ER,1
21-07-1987 00:00,Barentu,ER,1
15-03-1987 00:00,Emberami to Adilo,ER,1
17-10-1987 00:00,BILTINE,CD,1
28-10-1987 00:00,Ouadi Biltine,CD,1
29-10-1987 00:00, ,CD,1
29-10-1987 00:00,Ourda 2,CD,1
29-10-1987 00:00,BILTINE,CD,1
01-11-1987 00:00,Ziguey 2,CD,1
02-11-1987 00:00, ,CD,1
05-11-1987 00:00,Ouadi Kedinga,CD,1
05-11-1987 00:00,Ouadi Amchilide,CD,1
19-11-1987 00:00,Oued Tireganine,AG,1
10-11-1987 00:00,Oued Regla,AG,1
04-11-1987 00:00,Tindouf,AG,1
16-10-1987 00:00,Oued Tin Barouane,AG,1
20-10-1987 00:00,Oued Helm,AG,1
12-10-1987 00:00,Bakore,CD,1
17-03-1987 00:00,Adilo,ER,1
22-10-1987 00:00,ABU ZABAD,SU,1
05-11-1987 00:00,Ouadi Hawach,CD,1
07-12-1987 00:00,Ouadi Adjer,CD,1
07-12-1987 00:00,Ouadi Amhadjid,CD,1
09-11-1987 00:00, Ouadi Arkeneng,CD,1
10-10-1987 00:00,Tekanait,NG,1
12-10-1987 00:00,Tagdia,NG,1
13-10-1987 00:00,Ekanait,NG,1
19-10-1987 00:00,Tchin I Zalaghaghene,NG,1
15-02-1987 00:00,Mazhara,SA,1
15-03-1987 00:00,Dhahban,SA,1
31-12-1987 00:00, ,MR,1
15-01-1987 00:00,Irqa,YE,1
15-10-1987 00:00,Tchi Farasen,NG,1
14-10-1987 00:00,Arlit,NG,1
13-10-1987 00:00,Oued Iwesan,NG,1
10-10-1987 00:00,Eghar Ghar,NG,1
09-10-1987 00:00,In Kinkaren,NG,1
29-07-1987 00:00,Wadi Odi,SU,1
13-01-1987 00:00,Sheib,ER,1
03-03-1987 00:00,Red Sea N Border,ER,1
18-02-1987 00:00,Mersa Teclai,ER,1
16-02-1987 00:00,Karora,ER,1
10-02-1987 00:00,Wadi Adilo,ER,1
25-02-1987 00:00,Geleb sagla,ER,1
25-12-1987 00:00,Dakhla,WI,1
25-12-1987 00:00,Laayoune,WI,1
25-12-1987 00:00,TATA,MO,1
22-12-1987 00:00,Touizzegat,MO,1
22-12-1987 00:00,Farssia,WI,1
28-08-1987 00:00,Jebel Haraza,SU,1
30-07-1987 00:00,Wukro,ET,1
04-08-1987 00:00,adi Wuni,ET,1
28-06-1987 00:00,S of Asmara,ER,1
24-07-1987 00:00,Berak,ER,1
14-07-1987 00:00, east of Sheib,ER,1
12-08-1987 00:00,Dek'i Zeru,ER,1
16-08-1987 00:00,Segeneyti,ER,1
03-06-1987 00:00,Ala,ER,1
12-08-1987 00:00, ,ER,1
23-07-1987 00:00,Yegof Terara,ET,1
29-06-1987 00:00,W of Akbanazuf,ER,1
22-07-1987 00:00,Golbo Hayk',ET,1
02-07-1987 00:00,Ashenga,ET,1
02-07-1987 00:00,Wag,ET,1
14-08-1987 00:00,Sesah,ER,1
25-01-1987 00:00,Khor Karora,ER,1
05-02-1987 00:00,Ragdao Block,SU,1
24-06-1987 00:00,ASMARA,ER,1
27-06-1987 00:00,Wadi Adilo,ER,1
24-06-1987 00:00,Adi-Mongonti,ER,1
05-02-1987 00:00,Adobana,SU,1
05-02-1987 00:00,Mafris,SU,1
05-01-1987 00:00, ,SU,1
21-06-1987 00:00,Adi-Mongonti,ER,1
23-06-1987 00:00,10 km NW Adi Ugri,ER,1
21-06-1987 00:00,7 km S Asmara,ER,1
20-06-1987 00:00,Senafe,ER,1
20-06-1987 00:00,Tera Imni,ER,1
26-01-1987 00:00,Burur,SU,1
25-01-1987 00:00,Sharacit,SU,1
25-01-1987 00:00,Shashkeil,SU,1
28-06-1987 00:00,Akbanazuf,ER,1
09-06-1987 00:00,Tera-Emni,ER,1
18-06-1987 00:00,Anager,ER,1
26-01-1987 00:00,Sharaeit Block,SU,1
26-01-1987 00:00,Debba Salim,SU,1
10-06-1987 00:00,Agama,ET,1
05-01-1987 00:00,Khor Adobana,SU,1
15-10-1987 00:00,Dhalim,YE,1
05-10-1987 00:00,Dhalim,YE,1
05-01-1987 00:00,Khor Adaret,SU,1
10-01-1987 00:00,Khor Balatat,SU,1
05-10-1987 00:00,Wadi Matarif,YE,1
07-01-1987 00:00,Khor Balatat,SU,1
15-08-1987 00:00,Saganeiti,ER,1
12-08-1987 00:00,Wokert,ER,1
09-08-1987 00:00,Senafe,ER,1
15-10-1987 00:00,Nisab (I),YE,1
05-10-1987 00:00,Nisab (I),YE,1
25-09-1987 00:00,Dhalim,YE,1
24-07-1987 00:00,Kombolcha,ET,1
15-08-1987 00:00,Ash Shubaykah,YE,1
19-08-1987 00:00,Al Harur,YE,1
15-07-1987 00:00,Agama,ET,1
02-08-1987 00:00,Wikro,ET,1
25-09-1987 00:00,Wadi Jifa,YE,1
23-07-1987 00:00,Halal,ER,1
16-11-1987 00:00,Tindouf,AG,1
03-12-1987 00:00,Tindouf,AG,1
08-10-1987 00:00,Timimoun,AG,1
19-03-1987 00:00,Karora,SU,1
29-09-1987 00:00,Talat,NG,1
29-03-1987 00:00,Jebel Kol,SU,1
29-03-1987 00:00,Jebel Uasmeat,SU,1
29-03-1987 00:00,Galatit,SU,1
29-03-1987 00:00,Jebel Kat,SU,1
25-01-1987 00:00,Awhet,ER,1
22-12-1987 00:00,Zouerate,MR,1
09-11-1987 00:00,Rachid,MR,1
09-11-1987 00:00, ,MR,1
09-11-1987 00:00, ,MR,1
08-11-1987 00:00,TIDJIKDJA,MR,1
08-11-1987 00:00, ,MR,1
28-12-1987 00:00,Edjerer,ML,1
27-12-1987 00:00,Edjerer,ML,1
26-12-1987 00:00,Edjerer,ML,1
26-12-1987 00:00,In Amel,ML,1
02-09-1987 00:00,Abergale,ET,1
30-08-1987 00:00,Abergale,ET,1
29-08-1987 00:00,Sheket,ET,1
29-08-1987 00:00,Debarech,ET,1
26-08-1987 00:00,Awlowa,ET,1
23-08-1987 00:00,Agama,ET,1
22-08-1987 00:00,Adis Zemen,ET,1
22-08-1987 00:00,Tenben,ET,1
20-08-1987 00:00,Agama,ET,1
21-12-1987 00:00, ,MR,1
07-03-1987 00:00,Gabatift,SU,1
05-03-1987 00:00,Jebel Aiterba,SU,1
05-02-1987 00:00,Baris,EG,1
26-03-1987 00:00,Aiterba,SU,1
15-12-1987 00:00,Khor Bargout,SU,1
27-09-1987 00:00,Wadi El Loat,SU,1
16-06-1987 00:00,ADI UGRI,ER,1
16-06-1987 00:00,ADI UGRI,ER,1
11-01-1987 00:00,Khor Habilgadin,SU,1
07-06-1987 00:00,Elaberet,ER,1
29-11-1987 00:00,Guelb Atrouss,MR,1
06-11-1987 00:00,Adafer,MR,1
16-08-1987 00:00,ADIGRAT,ET,1
14-08-1987 00:00,Dera,ER,1
08-08-1987 00:00,Segeneyti,ER,1
01-09-1987 00:00, ,CD,1
01-09-1987 00:00,8 km S Kalait,CD,1
29-08-1987 00:00,1km s Kalait,CD,1
28-08-1987 00:00,Ouadi Ouk,CD,1
05-03-1987 00:00,Khor Balatat,SU,1
05-03-1987 00:00,Abaku,SU,1
25-02-1987 00:00,Abaku,SU,1
27-09-1987 00:00,Idd El Turuk,SU,1
22-03-1987 00:00,Ghedem,ER,1
30-06-1987 00:00,Massawa,ER,1
30-06-1987 00:00,Highlands,ER,1
30-06-1987 00:00,Western Province,ER,1
19-12-1987 00:00,Rachid,MR,1
18-12-1987 00:00,Moutiboul,MR,1
03-12-1987 00:00,Ankaroua,ML,1
11-08-1987 00:00,Djimeza,CD,1
10-08-1987 00:00,Guereda,CD,1
05-03-1987 00:00,sidon,SU,1
25-02-1987 00:00,Sidon,SU,1
20-03-1987 00:00,Arigigo,ER,1
25-03-1987 00:00,Khore Aied,SU,1
25-10-1987 00:00,Wadi El Loat,SU,1
03-08-1987 00:00,Agama,ET,1
30-07-1987 00:00,Agame,ET,1
30-07-1987 00:00,ADWA,ET,1
30-07-1987 00:00,Addis,ET,1
25-07-1987 00:00,Segenet,ET,1
13-07-1987 00:00,ADWA,ET,1
13-07-1987 00:00,Shire,ET,1
11-02-1987 00:00,Ed Dabbura,SU,1
11-02-1987 00:00,Shababit,SU,1
19-08-1987 00:00,Edaga Hamus,ER,1
18-08-1987 00:00,Mai Aini,ER,1
15-05-1987 00:00,Elaberet 2,ER,1
13-05-1987 00:00,Damba,ER,1
24-12-1987 00:00, ,MR,1
26-11-1987 00:00,Edjerer,ML,1
26-11-1987 00:00,Edjerer,ML,1
26-11-1987 00:00,Amadey,ML,1
25-11-1987 00:00,Adiarak,ML,1
12-07-1987 00:00,Atebe,ER,1
05-07-1987 00:00,ela,ER,1
05-07-1987 00:00,Halhal,ER,1
05-07-1987 00:00,Areza,ER,1
02-07-1987 00:00,kelet,ET,1
01-07-1987 00:00,dega,ER,1
02-07-1987 00:00,ADIGRAT,ET,1
30-06-1987 00:00,Embremi,ER,1
30-06-1987 00:00,Wadi Wachiro,ER,1
12-12-1987 00:00,11 km NW Tidjikja,MR,1
01-11-1987 00:00,Hassaniya Island,SU,1
09-12-1987 00:00,Zouerat,MR,1
25-10-1987 00:00,Idd El Turuk,SU,1
10-11-1987 00:00,Interidjan,ML,1
25-11-1987 00:00,Tatawassa,ML,1
25-11-1987 00:00,Anzimmi,ML,1
25-11-1987 00:00,Tiracherine,ML,1
25-11-1987 00:00,Tin Elaghai,ML,1
24-11-1987 00:00,Tiracherine,ML,1
23-11-1987 00:00,Tin Anzimit,ML,1
22-11-1987 00:00,In Tibardjanene,ML,1
30-06-1987 00:00,Ala,ER,1
11-12-1987 00:00,Guelb Teferha,MR,1
11-12-1987 00:00,TIDJIKDJA,MR,1
11-12-1987 00:00,Guelb Atrouss,MR,1
10-12-1987 00:00,Zouerate,MR,1
09-12-1987 00:00,2-3 km SE Zouerate,MR,1
10-12-1987 00:00,Akweika,MR,1
11-09-1987 00:00,Wadi Jifa,YE,1
11-09-1987 00:00,Dhalim,YE,1
11-09-1987 00:00,Wadi Sa'd,YE,1
11-09-1987 00:00,Wadi Matarif,YE,1
11-09-1987 00:00,Wasit,YE,1
11-09-1987 00:00,Nisab,YE,1
17-03-1987 00:00,Sheib,ER,1
17-03-1987 00:00,Wadi Adilo,ER,1
10-10-1987 00:00,El Haddel,SU,1
19-10-1987 00:00,Sidon,SU,1
18-10-1987 00:00,El Mahmita,SU,1
17-03-1987 00:00,Dogali,ER,1
15-11-1987 00:00,Aghzil,MR,1
03-11-1987 00:00,Ziret el Meleh,MR,1
25-10-1987 00:00,Abu Hamra,SU,1
12-05-1987 00:00,Mai Aini,ER,1
09-11-1987 00:00,Liben,ML,1
10-08-1987 00:00,Adi Hadid,ER,1
10-08-1987 00:00,Diosa,ER,1
10-12-1987 00:00,11 km NW base,MR,1
08-12-1987 00:00,9 km NE base (approx,MR,1
07-12-1987 00:00,17 km NW of base,MR,1
07-12-1987 00:00,Zimlet Enfar,MR,1
16-10-1987 00:00,Oued Abbelessa,AG,1
22-11-1987 00:00,Oued Tekouiat,AG,1
18-11-1987 00:00,Oued Taghit,AG,1
17-03-1987 00:00,20 km NW of Emberami,ER,1
15-03-1987 00:00,Akbanazuf,ER,1
14-03-1987 00:00,Wadi Wachiro,ER,1
13-10-1987 00:00,Umm Dumm,SU,1
19-07-1987 00:00,Lasta Awraja,ET,1
24-11-1987 00:00,Adrar,MR,1
05-03-1987 00:00,Karora,ER,1
05-03-1987 00:00,Western Gulbub,ER,1
09-03-1987 00:00, ,ER,1
09-03-1987 00:00, ,ER,1
06-03-1987 00:00,Wadi Meirata,ER,1
08-12-1987 00:00,19 km NW Tidjikja,MR,1
27-11-1987 00:00,Tin Teguert,NG,1
17-11-1987 00:00,Oued Amga,AG,1
17-11-1987 00:00,Oued Amga,AG,1
16-11-1987 00:00,Oued Assouf Mellen,AG,1
16-11-1987 00:00,Oued Assouf Mellen,AG,1
16-11-1987 00:00,Oued Assouf Mellen,AG,1
06-03-1987 00:00,Wadi Melhate,SU,1
18-10-1987 00:00,Wadi Agri,SU,1
17-10-1987 00:00,Wadi Arkora,SU,1
15-10-1987 00:00,Oreil,SU,1
19-07-1987 00:00,Decamere,ER,1
19-07-1987 00:00,Aresa,ER,1
01-12-1987 00:00,base,MR,1
01-12-1987 00:00, ,MR,1
01-12-1987 00:00, ,MR,1
30-11-1987 00:00,TIDJIKDJA,MR,1
29-11-1987 00:00,Akweika,MR,1
17-11-1987 00:00,Tchin Sidet,NG,1
15-11-1987 00:00,In Edek,NG,1
17-12-1987 00:00,Oued Sobti,AG,1
14-12-1987 00:00,Tindouf,AG,1
06-05-1987 00:00, ,ER,1
06-05-1987 00:00,Wadi Wachiro,ER,1
21-09-1987 00:00,9 km SE Kalait,CD,1
19-09-1987 00:00,15 km E Kalait,CD,1
17-09-1987 00:00,8 km E Kalait,CD,1
06-12-1987 00:00,15 km N of new base,MR,1
10-11-1987 00:00, ,ML,1
09-11-1987 00:00,Tidjelaline,ML,1
09-11-1987 00:00,Erharra Njafout,ML,1
13-07-1987 00:00,Wokiro,ER,1
20-10-1987 00:00, ,SU,1
19-10-1987 00:00, ,SU,1
17-10-1987 00:00,5 km NE Zalingei,SU,1
16-10-1987 00:00,25 km NE Zalingei,SU,1
27-11-1987 00:00,10 km N of base,MR,1
27-11-1987 00:00,15 km N of base,MR,1
15-10-1987 00:00,Edjerer,ML,1
06-09-1987 00:00,Ouadi Boutachequi,CD,1
21-09-1987 00:00,Ouadi Safan,CD,1
25-04-1987 00:00,Dambil,SU,1
25-04-1987 00:00,Tablenai,SU,1
24-04-1987 00:00,Khor Gadam,SU,1
16-04-1987 00:00,Khor Hamad,SU,1
16-04-1987 00:00,Adobna,SU,1
15-04-1987 00:00,Agetai,SU,1
09-11-1987 00:00,In Adjelroum,ML,1
09-11-1987 00:00,In Teridiant,ML,1
08-11-1987 00:00,Liben,ML,1
08-11-1987 00:00,Erharra Njafout,ML,1
04-11-1987 00:00,Adjelroum,ML,1
02-11-1987 00:00,Tandagchekh,ML,1
16-10-1987 00:00,15 km E  ZALINGEI,SU,1
14-03-1987 00:00, ,ER,1
28-02-1987 00:00,Wachiro,ER,1
03-12-1987 00:00,8 km N of base,MR,1
01-10-1987 00:00,Abgar,SU,1
15-03-1987 00:00,JIZAN,SA,1
19-04-1987 00:00,between Wachiro & Me,ER,1
